PhD_ID,Rank,Year,AERPub
6970,31,1989,4.639892928980096
789,17,1991,4.4098894345158515
9020,31,1997,0.001014923926123518
7726,27,1989,0.42184024731706843
2953,31,1991,0.024351867589689442
8513,4,1999,0.03875380956156962
5056,31,1999,0.057374052929220376
9327,13,1993,0.003456466377014868
7194,31,1994,4.308839000339017e-05
6509,28,1992,2.5214875162683708
9066,20,1986,0.3809309579272276
2424,5,1988,0.2229208375787508
3301,31,1993,0.3026113759764237
10092,1,1995,1.2613860383853046e-06
3936,4,1998,0.449143676216352
4047,19,1993,0.009684579271949094
2832,1,1993,0.01725879739328291
3423,8,1991,0.014137224031287497
139,26,1995,0.27031558677677486
3416,13,1986,0.08622381038651122
10931,19,1996,2.969984800685951
5855,31,1994,0.00017716390615409253
7905,17,1987,0.02717598417298698
8460,31,1991,0.00011212376404942412
11830,31,1993,0.29645292919703026
1173,5,2000,0.11104323341150207
4067,19,1987,0.002578188887132655
2741,14,1988,0.1074807254521285
5176,16,1988,0.007225835890290369
9513,8,1988,1.4054328783019937e-05
9658,31,1999,0.04212161185712858
12118,11,1999,1.1478845125726702
11602,31,1993,0.0827023532618748
7143,31,1988,3.749293141843281
462,17,1997,0.010116863400098812
5057,31,1995,2.3505379161252615
9618,6,2000,0.002184489554533032
455,31,1993,0.09933813521276923
6174,20,1987,0.212631191325654
8793,30,1990,0.7813927765727191
6204,31,1997,1.7876476534194756
1124,8,1988,3.45564442199392
4677,17,1997,0.009912196514624527
6507,1,1987,0.00033994313186490826
9765,31,1994,2.2157652170552704
4821,7,1992,0.0003072480545835346
4568,31,1996,0.01394237732077131
12004,31,1993,0.20400171692610106
11417,28,1993,0.34630694379366034
4915,14,1990,0.00016673559288505712
8622,17,1992,0.010460333705437724
6079,15,1997,3.0662709178057698e-06
988,18,1988,0.48283356032816893
12247,1,1998,7.929882076407842e-11
7602,18,1991,0.6688398987668177
3543,28,1999,0.23286632854931394
903,31,1999,6.768717461058515e-06
10272,15,1986,0.1538168484003348
12310,9,1994,0.16311305430871523
8592,31,1992,0.013580826414430001
180,3,1987,0.011707651809977395
447,31,1996,1.056918835921584
8099,16,1989,0.515723631261477
9757,8,1992,0.02205877946288898
2514,7,1989,0.17682186726297222
477,31,1991,9.882217419701652e-05
9376,31,1988,3.869574184223967
4750,31,1992,0.4312549646355446
5527,4,1990,0.11235895930397638
9250,30,1991,0.49972800358585323
2430,31,1988,0.16390236262548316
2925,25,1989,0.0006407428961192077
2652,31,2000,0.0045971634080330046
5380,31,1988,0.022618931660848326
554,30,1998,2.20977474414785
1828,7,1986,4.275273930525409
8917,5,1991,0.0002619842730002506
10143,13,1993,0.0042363453071660355
1494,9,1996,0.4306786870682566
4998,31,1994,0.020720586381063538
8174,4,1998,0.22705694807717702
2078,5,1994,0.0797325784467415
6003,11,1996,0.002728093942379069
9914,25,1992,2.9194072603780574
10104,31,1988,7.199202770316668
5575,31,1989,0.012272115919758658
9330,22,1995,1.143632307967242
3279,31,1995,0.005623574416398238
9176,26,1996,1.7758393952109072e-05
7671,25,1996,0.24018356428534787
3056,7,1990,0.000280867164499123
4563,27,1991,0.00011528717328225856
355,12,1986,0.03407398598165176
2848,31,1998,1.541838161639257
5081,30,1991,0.13257391771806035
11936,31,1990,7.656753900729939e-05
6306,28,1986,0.0008180368719816318
3628,31,1993,0.25422236620777133
4028,8,1991,0.001482101886941053
5541,26,1988,0.5174780668187561
4698,21,1993,0.6532664408211319
11672,31,1988,0.804024044207351
6072,7,1995,0.005923047360458006
9329,29,1994,0.641751385952781
6625,19,1993,4.3571659563230405
2046,31,2000,0.010001442832547733
2612,23,1997,0.7170090853835391
9693,7,1993,1.3629628721364888e-05
9837,22,1997,0.0003542814308344486
4689,22,1986,0.20296221133112952
1041,31,1993,0.6548433691409138
3831,27,1993,0.036340993474039796
6383,2,1993,2.6708211816362954
8740,21,1997,1.3042437239298006
11341,31,1988,0.27138805038596714
12007,30,1996,1.9960467958519805e-06
10375,9,1987,0.0985225574469942
2465,11,1994,0.09608999591672149
11008,5,1989,0.2597122051479266
12591,23,1999,0.17198118609788043
3640,14,1998,0.8166072948665255
4956,31,1989,6.320280108181722e-05
2755,28,1992,0.006641296646695024
928,30,1991,8.428148443658689
11396,18,1989,0.0006819855775165795
5272,9,1990,0.3115461732390784
3974,8,1987,0.02357281830739731
5948,31,1999,3.06231953789187
8978,17,2000,0.03934126777091186
7019,29,1991,0.5431759931966011
11199,31,1994,0.06615754108669317
11762,15,2000,0.09130972839892866
11926,26,1989,0.0015310671030122468
11204,10,1989,0.03270262655826693
6590,7,1997,0.03597097002814217
11759,31,1990,1.4703355239472646
3078,31,1992,0.004934008434745295
2323,31,1999,0.45669845963736166
12286,31,1994,2.579349068740535
11578,31,1998,0.3676732850002051
1652,31,2000,0.17735940611715822
11211,31,1996,0.010374198535561555
10909,31,1991,0.08770383183112158
587,31,1996,3.6323005450988983
1769,2,1996,3.3216439509008895
7486,31,1993,5.091316454934037e-05
1214,6,1996,2.9198889675031277
6378,31,1990,0.700511623676089
2977,6,1990,0.1719429511233404
5883,31,1988,8.075667240081158e-09
9057,7,1999,0.00023616824128231035
9680,31,1987,0.08221782711942531
7519,31,1987,3.594298315286961
5464,31,1996,0.0005067608741247042
1409,29,1990,0.14097886939787202
11528,31,1992,0.31207407992405867
8998,31,2000,0.31745341791376247
2341,20,1996,1.611150999759488e-05
3833,10,1986,0.8376121669218819
5912,31,1986,3.150586090524316e-05
7436,31,1993,0.14694927631930166
4176,31,1999,0.10201882911598184
78,31,1995,8.201863007794717e-05
4,31,1986,0.0001321271986310073
8081,19,1988,0.46283312788220926
3435,31,1999,0.0027631436609287055
7512,15,1990,1.3492586959476088e-05
12182,27,1994,1.1114428977732002e-06
4192,31,1995,2.467999521695016e-07
7518,1,1991,0.004774597005869885
3750,31,1990,0.004264443187339554
9702,29,1997,0.16979041642457476
12054,31,1995,2.339296989138403
757,20,1990,1.6090031696745064
4429,22,1986,0.43683404115221114
809,28,1987,1.560325853289648
7835,17,1993,0.004299601314962159
4105,26,1990,6.291935914555762e-07
10773,31,1986,1.2506395713523277
9366,22,1991,5.752463610183377e-06
2368,31,1992,0.06385822028525454
7634,31,2000,1.971124651810397
11979,20,1993,0.019461467460360562
7782,6,1988,1.2474061271752979
4794,31,1996,3.8496025936461447
2311,31,2000,8.144235301090885e-07
10607,31,1999,0.24644969251899196
8589,11,1995,0.06799553741935858
2199,17,1988,0.010751314413462592
4304,31,2000,0.034765324406022924
5030,29,1991,0.7186549744520199
3690,31,1996,0.009590409007811284
1057,16,1995,0.06125077353943703
11438,20,1995,0.02597523413010905
8799,20,1989,0.1753302270039483
12453,5,1993,0.00016805635437834165
3121,21,1995,1.0714663044945798
7880,18,1999,1.5091459492321438e-05
1861,7,1996,4.9290843748362015e-05
9966,26,1987,3.423353780077284
10762,25,1995,0.5754201364138638
8788,31,1991,2.657736137305562
4212,20,1999,0.003335535370235858
12552,16,1999,8.522059817221734e-05
4755,31,1987,0.004777722257170683
3638,1,1999,0.8230670616233637
10044,31,1994,0.04244954191727733
3438,12,1994,0.9007824420785402
4586,31,1995,0.006116376048342861
9735,31,1986,0.0002183731624503973
4610,14,2000,0.004362862052363196
9096,8,1988,0.3317345126698404
5959,31,1997,1.303964386219954
12135,8,1989,0.039950854542361046
656,21,1987,0.14540043962768323
11314,8,1998,0.4811629788053745
11178,1,1986,0.009844087557879414
9908,16,1999,1.1154247371842718
4417,31,1989,0.00016106669732264778
8665,25,1987,0.5964191046785394
7300,23,1993,1.2626064882597213e-06
9125,31,1995,0.0020571302726633284
11930,24,1988,5.694462942330931e-05
3585,27,1994,0.0003630465962279843
653,17,1996,0.31944805465907256
271,31,1992,0.06515997679138674
7159,31,1986,1.8487286985617772
199,31,1999,0.6697408901991757
7123,31,1986,0.05845874205459023
3075,31,1989,0.16696439614306574
6994,17,1997,0.1911728515649717
6750,5,1991,0.010968744864941739
12088,16,1990,1.0406154046693115e-06
4341,21,1994,1.2120998719940268
10255,10,1990,0.002126074446154109
3497,17,1990,0.6160827969804428
9838,31,1987,3.0715799422639726e-06
8370,28,1994,6.981555494119283e-10
5552,8,1994,0.249401414756677
7910,4,1996,3.8014791700103207e-06
11921,31,1986,1.8840182286488793e-05
762,13,1998,0.773681784428166
7063,3,1992,0.003067440126700412
1118,24,1988,0.012985625396746811
9955,25,1997,0.007617380636423093
327,31,1994,0.15718628615559244
7572,31,1997,0.7940896351764342
6614,7,1995,0.35733508212142673
1989,13,1997,0.10879808036088165
9296,7,1992,4.703955703954124e-05
3958,31,1998,0.07588440722265992
8987,21,1997,7.997330462671872e-07
4857,3,1987,0.00013482642686403842
4289,27,1987,0.4151553896735789
12421,15,1991,0.41510554475553496
4048,16,1989,0.025420104801280183
5262,17,1987,1.6495090403272252
10748,10,1992,0.001156171907284636
7134,10,1990,7.625680685452484e-06
1341,2,1994,4.261938260307901e-08
4531,25,1994,1.9367326364406832
3181,5,1995,8.99970541138338
10377,31,1990,0.0018073161385632982
7266,31,1997,0.12005814424721312
6530,13,1999,0.0031549333178647835
532,31,1997,0.5152215337130813
10490,12,1993,0.0038942156524664796
7003,31,1987,0.06060864388370427
12029,31,1988,0.005260176869859965
3775,17,1998,0.005892294182859553
10400,31,2000,0.2624256040262111
514,2,2000,0.12228429396764642
170,31,1994,0.02026118938146241
2943,10,1989,0.009904919374289283
942,14,1989,0.10301332920886025
9084,6,1995,0.0018272709272027334
8224,31,1990,3.699777080162134
9694,31,1997,0.9608164084371148
6081,14,1997,3.1609517709093513
3858,4,1997,0.06388032403485204
6311,31,1999,0.8517391619836691
7108,14,1998,0.0006976202137411599
2197,31,1998,3.882121042592594
10438,26,2000,0.02110532951914096
7393,27,1989,0.005840826454053494
11756,31,2000,2.6150305856823146
4847,31,1995,0.000994558719422676
3213,12,1994,0.006471140988778324
1820,16,1992,1.28512911057787e-10
9449,16,1998,0.6446752535412369
10557,30,1999,0.014494152614168407
8551,31,1986,0.009095484133525115
2710,17,1986,0.34090674656029046
10447,31,1993,0.17485672585718237
12576,8,1987,0.10229456357560869
7608,17,1992,0.021342414818490127
6216,9,1989,2.665012211081052
6156,31,1997,1.224357866692929e-05
8907,2,1999,3.53679553603694e-08
9713,26,1997,0.5070571908206492
6794,19,1994,1.6963397793718622
6091,13,1988,9.57597519100775
12156,29,1996,1.9106492070940656e-07
3183,31,1999,9.401339373783037
11684,31,1995,0.005025336347100187
6211,31,1989,0.565576386467437
9801,2,1993,0.039584675127242085
11763,31,2000,2.799595791215582
10122,31,1991,2.298694955094993
1131,13,1999,0.0003732604568529378
485,10,1994,3.4460929142139953
7513,8,1997,0.011468236647081591
8866,21,1995,1.239670918464768e-05
8557,31,1988,0.031030580680565183
412,8,1996,0.0003104340752596832
719,31,1993,0.4643195445862076
11540,31,1994,0.05733344933454526
10984,31,1999,0.015483363508201417
8448,21,1986,0.03184739029171011
10340,22,1993,2.6633070420880376
10962,31,1989,0.0453054113606316
2093,4,1986,0.23438535038759775
5972,7,1992,0.006474322490527325
9499,8,1997,1.3969080944227354
6,12,2000,0.015513561801459904
11019,13,1992,0.5500172418106122
11963,31,1994,3.7707240022698297e-10
6711,10,1993,0.9436568722201623
5477,20,1989,0.042250336740910124
7215,6,1997,0.005918900746525978
5232,31,1988,8.236336622385753e-13
0,31,1995,0.07487457015462468
9120,31,1986,2.3346330357505405
5377,16,2000,0.017179555565953658
2590,14,1987,0.09976609746581352
8861,19,1997,1.913809424811958
2775,16,1991,0.011864015307416419
4822,31,1994,0.00030665198399732407
7240,28,1992,0.45185892236812986
5600,31,1997,0.0071182504120245495
12266,18,2000,0.10613744466227773
511,31,1988,0.19021931086603938
8572,31,1986,0.013148120618937446
1730,19,1991,0.002121061181305763
315,3,1994,0.35673134248972427
3644,31,1987,0.7026116436391688
12313,31,1999,1.1275972357760098e-05
9149,10,1989,0.10948344251832254
5708,31,2000,0.5712776820094077
7952,15,1987,2.7577675851097037
11009,31,1988,0.23830263200846857
6621,31,1990,1.009009747013374
3016,31,1987,2.345231927469544
4291,7,1995,5.381730837012512
4730,31,1986,1.7125693063683904
2962,31,1995,0.0884119079639027
1997,23,1994,0.007614789357812087
7335,1,1997,0.8675602267699245
9942,31,1989,0.4193227807053967
144,31,2000,0.19009397054079474
8706,31,2000,0.0017389122650994671
5562,18,1986,0.003489285961026734
4045,31,1998,3.591295024415496
2463,31,1987,0.7174589369933857
5905,31,1991,0.00024863704650313393
7867,3,1993,7.379806123198518e-06
6584,11,1999,0.62465552100231
5466,30,1993,0.145402855317313
9873,24,1994,0.2833819110729742
7103,29,1999,0.06455235339436305
1443,26,1998,0.09964825651316409
1793,9,1991,8.424398716304279e-09
11193,11,1995,0.15743221863216383
2551,16,1991,3.945633216449435
5131,6,1991,7.828600255878187e-11
2101,31,1995,0.008672779105403105
2020,31,1994,0.00025259637563659714
1736,31,1989,1.1851297060295676e-05
2031,9,1997,0.13949533368959216
5746,16,1991,0.6462524638621919
4162,29,1994,3.50306756328982e-05
3231,31,1994,0.126003652260337
4021,8,1999,0.012622058122700928
8919,3,1986,7.912321842491414
10976,1,1986,2.284984554398489
2779,17,1989,1.890517375259078e-08
4179,31,1986,0.029948283525248316
7940,7,1998,0.0001961045398789912
6286,31,1993,3.6741663029579054e-05
7606,29,1995,0.165608735107007
8391,31,1990,0.3880827609517741
1068,25,1991,0.3062349186526955
6566,26,1993,0.8002255068406091
8981,31,1998,6.504003647202153e-10
12349,31,1995,0.6404929608885312
10756,5,2000,2.1677108024951084e-07
9957,6,1990,0.7232163415257045
3012,17,1987,0.000552428894833273
3342,31,1995,0.9124663785854026
8244,31,1993,0.3202511831572828
3622,31,1993,0.016917388987468814
5576,26,1986,4.191428760496529e-08
7355,26,1997,3.0688461302754546
12445,31,1986,0.0011784370386061986
662,23,1991,0.0005030603989585795
2720,31,1997,0.14550061855059349
2503,8,1986,0.004872114937581197
5386,2,1987,6.069476038786906e-06
5826,1,1987,1.1600037259010376
4184,17,1993,0.011854480568026694
7923,31,1992,3.4640022002736534e-05
12013,22,1986,4.963444835190287e-07
11070,31,1989,5.258017704444467e-05
8403,31,1990,0.15103219571592333
4763,11,1993,4.516070404807224e-05
8688,21,1999,2.759373269457119
4189,2,1997,0.07853593521792013
1351,31,1991,0.13886840653072585
2658,31,1988,0.00015551642456400718
8881,31,1996,0.0007373517353339257
1212,22,1995,0.5317498226849692
9257,31,1997,2.857284306943595e-08
9157,17,1992,0.03829373342260235
11189,14,1986,0.5507344469114581
7136,31,1996,2.6848294750632813
3570,31,1998,0.03491307096204203
5815,6,1994,1.4225317910822258e-10
10949,31,1992,0.012532579381931332
10243,31,1999,1.2951808869325098e-09
8097,31,1989,0.16422098318859013
1857,6,1992,0.028115962740317503
5743,28,2000,7.5847405261187975
6858,12,1999,0.2653114580823716
10966,26,1990,0.012427583531438392
202,31,1992,2.2808271676367473e-11
11136,31,1991,0.8255825068240256
667,26,1996,1.1961228472543546e-07
7480,19,1997,0.1807636494603449
9899,12,2000,0.011515898312867668
10967,2,1995,0.3709480713745968
10720,26,1986,0.06214322131748628
10225,5,1991,2.727263219903362
11040,11,1998,1.4029219317884106e-05
3711,31,1999,0.22644926978845076
5044,12,1986,3.490275249990903
2457,24,1990,0.5670859688110217
12107,31,1991,1.1024558319362256
4260,31,1989,0.23562894872941426
7305,31,1988,0.7960210981941483
11899,31,1988,4.241116021311466
4805,13,1986,0.007237002759745422
12467,9,1986,0.04573944596753571
5443,31,1998,4.9821152695409825e-06
3594,31,1988,0.09473930068221237
11195,5,1991,0.1274456473184608
11080,31,1989,9.581822982361878e-09
2462,14,1993,1.3985613087252986
7612,27,2000,0.7733026002236771
11953,2,1998,0.08907165580052107
2887,24,1986,2.512088181965481
12097,4,1996,0.5649759876824352
7861,31,1988,0.06620796676673855
1733,17,1989,0.24397512906216612
12447,31,1994,0.8207612341245294
6636,31,1999,0.045340292950558914
2577,30,1995,0.2500365695505401
6900,23,1996,6.240968806670698e-08
350,17,1995,0.0037390802656839424
7131,31,1999,0.37529063294615284
8558,27,1995,0.9939564613144186
10503,31,1995,2.363817802105035
8077,11,2000,0.03007641536713113
1856,27,1990,1.4787948054758933
11556,1,1995,0.1592420228390346
3949,31,1989,0.265469322306176
725,31,2000,0.22948205165855645
5117,16,1992,1.5374206920693396
8908,31,1993,1.0386046559450468
3540,3,1986,0.24578853679614376
8383,9,1995,0.003984274128950206
12017,31,1996,0.00019610708923846785
5053,31,1992,0.061938264038919486
12217,20,1998,0.006867223284038649
12508,1,1998,1.3827900937702846
6349,12,1998,4.067483365121561
5916,31,1986,0.024664255025799067
1412,18,1995,4.370673429426221e-05
7996,9,1989,0.8418609436935285
6360,31,1986,0.2385428789938459
1051,12,1997,0.009254134040531565
121,29,1987,1.788343026045025e-08
5336,12,1997,0.07218901311618063
9634,31,1992,1.7492950412376125
2729,31,1988,1.3617760389227123
12596,20,1999,0.25856711454894016
3448,12,1986,0.2151969776812111
2405,27,2000,0.0015288523271376685
5603,5,1988,5.919555549054495e-07
5043,31,1997,0.0010983092961928463
3768,2,1992,0.008297520562927051
4357,8,1992,1.8646723466838209
3554,15,2000,0.4034694334619784
12464,25,1986,0.2902914852884541
3409,2,1999,0.023486396180734555
3874,31,1997,0.47314845016025514
3841,31,1994,0.005856284989492107
1186,6,1990,0.00026835175059265894
7096,18,1986,0.5347457900972515
628,31,1999,2.3423498501258964
8743,31,1987,0.6070648501027242
11028,31,1995,0.011691596299171146
2378,4,1991,0.6500323686451848
6418,31,1990,0.46558448501474564
877,17,1992,4.016949698495582e-05
10098,26,1998,0.00018633920813250287
10124,31,1993,2.3240606778425548
10331,4,1997,0.1209446924627125
5168,25,1991,0.0020314698911192267
9166,31,1988,1.5616419939146348e-05
9984,31,1999,0.9058229154559606
12580,31,1999,0.0002175572758327496
9430,3,1993,0.12141010087507861
1056,31,1988,9.045408150460162e-06
1729,13,1988,0.014782809863632326
9783,31,1992,0.0348290346719909
11457,31,2000,0.0005792108913438488
895,11,1987,0.07063899037009258
9961,11,1989,0.0661169277482537
7855,31,1994,1.544379436709989
3348,9,1988,1.9627356473812593e-11
5489,9,1988,1.7264842867451464
906,16,1995,0.03912767178937881
10659,14,1996,0.01095625772836934
3822,31,1998,2.0707233872864883e-06
12509,3,1992,3.2831869904494275e-05
4582,29,1988,0.05557359214797816
452,14,1987,3.752142358853773e-09
2978,2,1992,1.0024667119064334e-14
2433,5,1989,0.09737360527657073
10140,10,1992,0.07778075425213103
8816,30,1997,0.4905579397154607
8597,25,1999,0.010714896147336853
3668,31,1987,0.3872807367217108
5416,31,1997,0.49971782862954395
5497,31,1986,0.07906704665679659
4348,21,1993,0.050195295857082836
9913,16,1992,0.023550447647334844
10696,31,1991,2.224853832321661e-06
11150,17,2000,0.19288380369888572
10304,29,1993,0.146447008924943
9650,1,1989,0.206469048506787
8670,5,1994,0.012678961331169358
1790,31,1990,0.012499321957553534
225,21,1997,9.187742783415935e-05
3737,31,1995,1.6943952471189228
4784,31,2000,0.009808242021163474
3037,31,1992,0.0024290699726283484
3542,31,1999,0.004673926929427558
11704,8,1992,2.3837801621525944e-06
9770,25,1990,2.6030587693669096e-07
5412,18,1988,0.22885108903218282
12524,23,1993,2.6624565251293075e-08
9000,26,2000,1.1827105893275434
4802,31,1987,0.11151792633015908
659,9,1989,0.03170165902694396
868,31,1992,0.9080691794458627
11339,31,2000,5.857549266195004
3326,31,1998,0.002052940134425508
12174,6,1999,3.075721515654962e-07
12586,21,1992,0.05015001954685287
5138,31,1994,0.3251371966661614
12052,31,1995,3.955196938572409e-05
7262,14,1994,0.02573736987382532
2626,6,1986,1.6796302667583711
2901,30,1998,0.6492150456657355
5189,18,1998,0.19272159505117947
6062,31,1986,0.7373568472673564
5463,25,1986,1.7726011872095477
8161,5,1987,0.0758917027415994
1600,17,1990,0.016293695173809682
3202,6,1998,0.002930145513963151
3142,30,1996,0.003115996420066122
2121,31,1988,7.40771561331368e-05
5673,20,1995,0.00398482567370098
2646,31,1991,0.0040108602229068655
547,28,1993,2.547997235172509
6037,9,1991,0.9978552773696823
1414,26,1990,2.221773036353649
10188,24,1989,0.00017086724639989696
8131,5,1999,0.00024357217393621803
11094,31,1990,0.0004525063588914539
12109,9,1998,0.16693709390432832
10656,31,1991,0.19514105483400032
7105,15,1995,0.026965893542270844
1312,31,1986,0.018884890383657274
2542,16,1991,0.6522113712398214
3578,31,1998,0.02535540154297307
11977,26,1995,4.096081958912384e-06
101,26,1995,0.00048590765886610213
8230,31,1989,0.0016644206803554185
1570,31,1999,0.04789466011736403
5691,13,1992,2.5167705900630737
38,23,1987,0.05336882237434644
2512,31,1996,0.2858637726657108
1394,31,1997,0.019924959428481426
12213,22,1996,0.0045585132747677165
7172,31,1987,0.05028515419643437
9316,31,1987,1.568976461784108
2229,3,1999,0.004311492424461466
5861,26,1989,0.6056248754091109
81,11,1986,0.011290011341666002
8289,20,1989,0.4667089324797786
7065,31,1996,0.0017501671382680376
8426,31,1986,0.06847484843080848
7341,31,1995,0.6089202971465701
7127,17,1991,7.81832971003085e-12
2780,31,1988,1.2689763551237276e-05
12128,31,1986,0.0015902841347534623
10943,16,1990,1.4938433258602348
4089,18,1992,1.613229186921516
6612,16,1991,0.0005494334313860154
11244,11,1997,0.001990212723418529
9973,29,1986,0.38096895387255364
3522,20,1991,0.20081085468406085
2994,31,1993,0.48293283852228963
9014,22,1989,1.584809634892022
8134,19,1994,0.000300798571672922
10569,21,2000,0.5774077335489084
5190,16,1990,0.18373313720271384
6230,27,2000,0.005823144134281025
3340,31,1990,0.6894093093442661
12035,30,1989,10.103030245180333
6256,27,1997,0.04641979736960672
3995,31,1986,0.20606759126303625
5064,25,1989,0.4744279561426077
8031,25,1987,0.024649006962885363
7672,24,1987,0.1985801872152444
12207,31,1997,2.017307722615166
5827,15,1996,0.08003288385538081
5937,31,1994,0.08896266503232673
12449,14,1987,3.9338850707142075
3494,31,1998,0.01615796176273444
5564,31,1986,0.0013915406084469327
6949,15,1994,0.0099022727833761
10086,31,1995,0.6262420684565636
5332,31,1998,1.2371666626700064
8734,7,1992,0.10744757814258796
4097,20,1996,4.488688567731723
3422,24,1992,0.670767075359284
10310,18,1989,0.00018012829062398893
12064,31,1987,0.6848594660741998
8748,11,2000,1.612641917552897e-07
4344,11,1991,0.011451480489408977
1046,31,1988,0.0006008066385289676
9462,31,1996,0.38550478695116847
3254,31,1992,0.029187931393358683
11041,28,1995,0.0011159366757138318
1468,31,1986,1.8334946372169556
2919,31,1986,0.018460283415221632
6565,31,1986,0.002597203358262281
11105,18,1987,0.3839025263383344
4714,31,1994,0.48332051588565056
10516,26,1996,1.376476999880949
6352,16,1991,0.0002728925788831072
2036,14,1986,6.890786909145727e-05
3984,26,1999,0.0025380768591824845
4721,31,1992,0.0027794742531411665
216,9,1988,0.24982880017560755
7615,22,1989,0.005292730816649321
5908,31,1998,1.704447208629007
9209,11,1987,0.012790945837583789
5737,31,1987,0.012777522931193622
9859,30,1988,0.2927014176727294
9720,6,1998,3.3414262180517333
3555,17,2000,0.08267682834650467
9362,31,1998,6.3379756225705215
8405,8,1995,0.05474476501529153
9792,10,1995,0.001941643035617037
965,31,1990,1.3660190065933749e-05
2705,2,1991,1.3393915512068846
5399,31,1994,0.636258581958872
9595,31,1993,0.5076720762476652
9015,31,1991,0.05850866340375842
2182,4,1991,0.007608395590398385
6013,11,1994,0.0007430116401484367
8553,24,1991,0.0004384641971548011
11660,31,1987,1.3303518241334698
3366,31,1993,2.2575477597657985
9012,30,1988,0.0033031649520050134
3068,17,1994,0.11537867870125057
12181,25,2000,0.8754308843530423
3663,9,1992,1.5169958376463177e-07
8082,24,2000,0.0047763672650632805
8320,11,1996,0.007969649807447597
847,9,1987,1.9259437925516827
4659,31,1996,0.00017487899205168773
11047,31,1991,1.5691254562962853
272,31,1988,0.03925196011586632
7204,12,1994,6.118063075205862
8100,31,1999,0.6540224170768775
753,11,2000,0.214032707571728
11645,31,1999,0.019703851055201425
11495,26,1999,0.07048627362865179
6879,5,1996,0.1825549525928478
7970,31,1988,1.0263703125400792e-08
7114,31,1999,3.5664373408133304e-09
11844,31,1992,0.976407041886506
5414,19,1998,0.0015760628495989245
8810,31,1993,0.07945405024420528
9234,12,1988,0.003803639431073448
8467,31,1994,0.017312389033314696
4262,31,1994,0.0640574913651674
11090,21,1994,0.007662425652137297
12141,31,1993,0.0014429346178806322
7312,24,1990,0.17252337666192089
7663,13,1994,0.0018864684471842472
876,23,1991,0.9481037596718878
4209,15,1994,6.926521951119778e-07
6886,31,1997,4.576092321140988e-09
97,2,1997,0.0004247781250304608
9667,21,1990,4.0765779582638976e-05
5808,12,1997,0.007467595417848688
11903,10,1988,0.0056253420254966
5939,31,1991,1.6963228711019234
4287,13,1996,1.331058637387184
8613,31,1988,0.19298863839558605
3818,19,1999,6.187018090923331e-06
7196,31,1996,0.9491087771902449
11858,23,1996,1.7395700402075676
1868,6,1999,0.0016258494228462376
4815,7,1996,0.03641533519591488
7324,31,1986,1.2762816417455687
9191,31,1993,3.692537600677262e-07
6312,14,1998,0.028958750002525232
8766,5,2000,0.008085280688749065
6647,25,1994,0.3977400367180915
